ticket_id,order_id,customer_id,ticket_date,issue_type,channel,ticket_status,resolution_time_hrs,agent_id,csat_score,is_repeat_complaint
TKT000265,ORD003019,CUST01884,2023-01-12,Cancellation Request,Chat,Closed,11.0,AGT18,3.0,True
TKT000266,ORD008313,CUST00673,2022-07-29,Damaged Product,Phone,Resolved,31.0,AGT18,1.0,False
TKT000267,ORD010221,CUST00599,2023-09-05,Cancellation Request,Chat,Escalated,,AGT12,,False
TKT000268,ORD000602,CUST00986,2023-02-22,Promo Code Not Working,Email,Escalated,,AGT12,,False
TKT000269,ORD005414,CUST00968,2022-03-28,Payment Failed,Chat,Open,,AGT06,,False
TKT000270,ORD006463,CUST01747,2023-03-17,Refund Not Received,Chat,Resolved,17.0,AGT11,5.0,False
TKT000271,,CUST00930,2022-05-05,Wrong Item Received,Chat,Closed,43.0,AGT12,2.0,True
TKT000272,ORD001849,CUST00572,2023-03-03,Login Issue,Email,Resolved,29.0,AGT17,3.0,False
TKT000273,ORD000856,CUST01010,2022-06-26,Delivery Delay,Phone,Closed,71.0,AGT20,1.0,False
TKT000274,ORD010030,CUST01362,2024-02-19,Cancellation Request,Phone,Resolved,38.0,AGT02,2.0,False
TKT000275,ORD009332,CUST00598,2023-07-29,Cancellation Request,Phone,Resolved,5.0,AGT15,3.0,False
TKT000276,ORD004575,CUST01286,2024-02-03,Delivery Delay,Email,Resolved,67.0,AGT17,1.0,False
TKT000277,ORD012368,CUST00033,2022-02-06,Other,Social Media,Open,,AGT15,,False
TKT000278,ORD002894,CUST01565,2023-09-17,Login Issue,Chat,Resolved,10.0,AGT20,5.0,False
TKT000279,ORD001861,CUST01856,2022-07-22,Payment Failed,Email,Escalated,,AGT09,,False
TKT000280,ORD010014,CUST01814,2022-07-09,Wrong Item Received,Chat,Resolved,54.0,AGT05,5.0,False
TKT000281,ORD001233,CUST01571,2024-04-11,Promo Code Not Working,Chat,Resolved,28.0,AGT15,3.0,False
TKT000282,ORD014835,CUST00257,2024-02-14,Refund Not Received,Email,Resolved,21.0,AGT14,2.0,False
TKT000283,ORD013492,CUST00719,2023-08-09,Payment Failed,Email,Open,,AGT04,,True
TKT000284,ORD005165,CUST01528,2023-04-03,Delivery Delay,Chat,Resolved,63.0,AGT17,2.0,False
TKT000285,ORD007277,CUST00780,2022-10-13,Refund Not Received,Phone,Escalated,,AGT06,,False
TKT000286,ORD000971,CUST00662,2023-01-03,Delivery Delay,Email,Open,,AGT06,,False
TKT000287,ORD011718,CUST01351,2024-02-23,,Phone,Resolved,23.0,AGT03,3.0,False
TKT000288,ORD006651,CUST00870,2023-03-13,Promo Code Not Working,Chat,Escalated,,AGT18,,False
TKT000289,,CUST01574,2022-03-10,Promo Code Not Working,Chat,Resolved,69.0,AGT10,4.0,False
TKT000290,ORD011454,CUST01378,2022-08-19,Wrong Item Received,Email,Closed,38.0,AGT02,2.0,False
TKT000291,ORD000504,CUST00628,2023-12-13,Refund Not Received,Phone,Open,,AGT10,,False
TKT000292,ORD008013,CUST01011,2022-01-22,Other,Social Media,Closed,11.0,AGT01,5.0,False
TKT000293,,CUST01333,2023-08-26,Refund Not Received,Phone,Escalated,,AGT16,,False
TKT000294,,CUST01288,2022-10-29,Login Issue,Phone,Resolved,59.0,AGT16,1.0,False
TKT000295,ORD006729,CUST00336,2023-06-22,Wrong Item Received,Chat,Resolved,2.0,AGT07,5.0,False
TKT000296,ORD001418,CUST00788,2023-09-02,Refund Not Received,Chat,Closed,59.0,AGT15,4.0,False
TKT000297,ORD011875,CUST00688,2022-01-19,Wrong Item Received,Email,Resolved,48.0,AGT07,3.0,True
TKT000298,ORD007822,CUST00567,2023-03-13,Promo Code Not Working,Chat,Resolved,26.0,AGT10,3.0,False
TKT000299,ORD000878,CUST00216,2024-03-26,Other,Phone,Resolved,43.0,AGT04,5.0,True
TKT000300,ORD000431,CUST00663,2022-07-17,Promo Code Not Working,Phone,Escalated,,AGT18,,False
TKT000301,ORD008287,CUST00327,2022-12-30,Cancellation Request,Email,Closed,56.0,AGT12,3.0,False
TKT000302,ORD000834,CUST01347,2022-07-22,Payment Failed,Chat,Resolved,66.0,AGT13,4.0,False
TKT000303,ORD014062,CUST00196,2024-05-26,Delivery Delay,Phone,Open,,AGT08,,False
TKT000304,ORD000128,CUST01790,2023-06-07,Refund Not Received,Chat,Resolved,34.0,AGT02,5.0,False
TKT000305,ORD008148,CUST00811,2023-06-20,Wrong Item Received,Chat,Resolved,29.0,AGT10,5.0,False
TKT000306,ORD007442,CUST01568,2023-03-05,Refund Not Received,Chat,Resolved,37.0,AGT09,1.0,False
TKT000307,,CUST00737,2023-05-20,Refund Not Received,Phone,Resolved,56.0,AGT19,3.0,False
TKT000308,ORD002445,CUST01296,2023-05-06,Other,Chat,Closed,38.0,AGT09,4.0,False
TKT000309,ORD010516,CUST01282,2022-04-15,Damaged Product,Email,Resolved,50.0,AGT01,2.0,False
TKT000310,ORD007202,CUST01332,2022-12-26,Payment Failed,Phone,Open,,AGT12,,False
TKT000311,ORD011177,CUST00862,2022-07-12,Delivery Delay,Chat,Resolved,10.0,AGT07,4.0,False
TKT000312,ORD012712,CUST01294,2023-01-06,Other,Social Media,Closed,42.0,AGT17,3.0,False
TKT000313,ORD013514,CUST00987,2022-01-06,Wrong Item Received,Chat,Resolved,55.0,AGT20,4.0,False
TKT000314,ORD012797,CUST00379,2023-07-15,,Phone,Closed,24.0,AGT15,4.0,False
TKT000315,ORD001363,CUST00269,2023-01-11,Wrong Item Received,Email,Resolved,52.0,AGT14,3.0,False
TKT000316,ORD009095,CUST01493,2022-06-02,Payment Failed,Phone,Resolved,23.0,AGT01,3.0,False
TKT000317,,CUST00176,2022-04-10,Damaged Product,Chat,Resolved,26.0,AGT13,2.0,False
TKT000318,,CUST01931,2024-05-23,Delivery Delay,Email,Resolved,49.0,AGT02,2.0,True
TKT000319,ORD008043,CUST01041,2022-05-31,Delivery Delay,Email,Closed,66.0,AGT01,3.0,False
TKT000320,,CUST00502,2023-08-19,Cancellation Request,Email,Resolved,24.0,AGT20,5.0,False
TKT000321,ORD013930,CUST00196,2022-06-11,Refund Not Received,Chat,Closed,59.0,AGT12,2.0,False
TKT000322,ORD000772,CUST00767,2022-09-19,Damaged Product,Email,Open,,AGT19,,False
TKT000323,ORD008676,CUST01574,2022-01-17,Delivery Delay,Phone,Escalated,,AGT04,,False
TKT000324,ORD002073,CUST01417,2022-11-05,Login Issue,Social Media,Resolved,44.0,AGT12,1.0,False
TKT000325,,CUST01226,2024-03-05,Refund Not Received,Chat,Open,,AGT11,,False
TKT000326,ORD014795,CUST01708,2022-02-17,Cancellation Request,Email,Resolved,20.0,AGT09,5.0,False
TKT000327,,CUST01584,2023-02-03,Wrong Item Received,Chat,Resolved,42.0,AGT03,4.0,True
TKT000328,ORD012640,CUST00763,2024-01-24,,Email,Resolved,23.0,AGT09,3.0,False
TKT000329,,CUST00323,2022-09-05,Login Issue,Social Media,Resolved,47.0,AGT06,1.0,False
TKT000330,ORD000651,CUST00148,2022-12-07,Delivery Delay,Chat,Resolved,9.0,AGT03,2.0,False
TKT000331,,CUST01135,2023-07-31,Wrong Item Received,Email,Closed,62.0,AGT16,1.0,False
TKT000332,ORD014938,CUST01766,2022-05-21,Wrong Item Received,Chat,Resolved,59.0,AGT08,1.0,False
TKT000333,ORD000169,CUST00982,2023-10-28,,Chat,Open,,AGT16,,False
TKT000334,,CUST00301,2024-03-16,Refund Not Received,Email,Resolved,64.0,AGT12,3.0,False
TKT000335,ORD002841,CUST01296,2023-11-17,Wrong Item Received,Email,Resolved,38.0,AGT08,1.0,False
TKT000336,ORD003042,CUST01244,2023-12-31,Refund Not Received,Chat,Resolved,14.0,AGT17,5.0,True
TKT000337,ORD004178,CUST01010,2024-05-12,Refund Not Received,Chat,Escalated,,AGT09,,False
TKT000338,ORD010372,CUST01857,2023-03-22,Payment Failed,Email,Resolved,52.0,AGT17,1.0,False
TKT000339,ORD014354,CUST01094,2022-10-07,Payment Failed,Chat,Open,,AGT07,,False
TKT000340,ORD008627,CUST01948,2022-09-09,Cancellation Request,Email,Resolved,1.0,AGT08,3.0,False
TKT000341,ORD014674,CUST01974,2023-10-20,Wrong Item Received,Chat,Resolved,62.0,AGT15,2.0,False
TKT000342,ORD011971,CUST01526,2023-03-18,Refund Not Received,Email,Resolved,19.0,AGT02,5.0,False
TKT000343,ORD011005,CUST01671,2023-05-21,Refund Not Received,Social Media,Resolved,42.0,AGT16,2.0,False
TKT000344,,CUST00780,2022-02-13,Promo Code Not Working,Chat,Open,,AGT07,,False
TKT000345,ORD001486,CUST01306,2024-06-16,Promo Code Not Working,Phone,Resolved,44.0,AGT13,2.0,False
TKT000346,ORD007469,CUST01649,2022-02-22,Damaged Product,Social Media,Open,,AGT16,,False
TKT000347,ORD010726,CUST01033,2022-03-15,Promo Code Not Working,Chat,Resolved,1.0,AGT03,2.0,False
TKT000348,,CUST01646,2023-08-26,Payment Failed,Chat,Closed,62.0,AGT12,3.0,False
TKT000349,ORD003423,CUST01022,2023-11-29,,Chat,Closed,38.0,AGT10,2.0,False
TKT000350,ORD004472,CUST01831,2024-05-27,Refund Not Received,Email,Resolved,11.0,AGT08,2.0,True
TKT000351,ORD008525,CUST00656,2022-06-02,Wrong Item Received,Email,Resolved,30.0,AGT13,4.0,False
TKT000352,ORD000270,CUST00502,2022-01-20,Payment Failed,Phone,Escalated,,AGT17,,False
TKT000353,,CUST01756,2024-03-18,Delivery Delay,Email,Open,,AGT20,,False
TKT000354,ORD014935,CUST01901,2022-03-12,Refund Not Received,Email,Resolved,38.0,AGT03,1.0,False
TKT000355,,CUST01205,2024-06-16,Promo Code Not Working,Chat,Resolved,24.0,AGT15,1.0,False
TKT000356,ORD012235,CUST01893,2023-01-13,Payment Failed,Social Media,Resolved,18.0,AGT11,1.0,False
TKT000357,ORD004912,CUST01253,2023-01-01,Payment Failed,Email,Closed,21.0,AGT20,3.0,False
TKT000358,ORD008838,CUST01444,2022-08-24,Promo Code Not Working,Social Media,Resolved,5.0,AGT02,4.0,True
TKT000359,ORD005108,CUST01772,2022-10-08,Promo Code Not Working,Chat,Resolved,27.0,AGT20,3.0,False
TKT000360,,CUST01737,2023-02-03,Other,Chat,Resolved,23.0,AGT14,2.0,False
TKT000361,ORD012980,CUST00606,2023-10-29,Damaged Product,Chat,Resolved,71.0,AGT11,3.0,True
TKT000362,,CUST00132,2024-02-16,Wrong Item Received,Phone,Closed,4.0,AGT17,2.0,False
TKT000363,ORD014647,CUST01927,2023-05-18,Payment Failed,Email,Resolved,22.0,AGT14,2.0,True
TKT000364,ORD005660,CUST01781,2024-04-14,Login Issue,Phone,Resolved,49.0,AGT05,1.0,False
TKT000365,ORD002027,CUST01454,2022-12-02,,Social Media,Resolved,64.0,AGT17,3.0,False
TKT000366,,CUST00371,2022-03-28,Other,Email,Resolved,32.0,AGT04,1.0,False
TKT000367,,CUST01148,2022-08-18,Delivery Delay,Phone,Closed,45.0,AGT09,1.0,False
TKT000368,ORD011259,CUST01591,2023-02-15,Payment Failed,Phone,Resolved,68.0,AGT15,2.0,False
TKT000369,ORD011964,CUST00173,2022-04-21,Refund Not Received,Chat,Resolved,6.0,AGT04,5.0,False
TKT000370,,CUST01518,2023-06-13,Login Issue,Chat,Resolved,45.0,AGT08,1.0,True
TKT000371,ORD011193,CUST01373,2023-02-01,Payment Failed,Chat,Resolved,28.0,AGT07,4.0,True
TKT000372,ORD013628,CUST01076,2022-05-21,,Social Media,Resolved,67.0,AGT20,3.0,True
TKT000373,ORD000996,CUST00326,2022-04-06,Cancellation Request,Chat,Closed,62.0,AGT07,4.0,False
TKT000374,ORD014604,CUST00921,2023-04-19,Delivery Delay,Phone,Closed,37.0,AGT20,1.0,True
TKT000375,ORD004971,CUST01002,2022-04-25,Refund Not Received,Email,Resolved,66.0,AGT18,2.0,False
TKT000376,,CUST00777,2023-05-23,Refund Not Received,Phone,Escalated,,AGT05,,False
TKT000377,ORD002726,CUST00303,2023-02-11,Damaged Product,Phone,Resolved,51.0,AGT16,2.0,False
TKT000378,ORD010856,CUST00810,2023-10-12,Wrong Item Received,Phone,Resolved,69.0,AGT11,2.0,False
TKT000379,ORD002487,CUST01425,2022-07-01,Damaged Product,Phone,Resolved,61.0,AGT04,4.0,False
TKT000380,ORD005605,CUST00966,2023-11-29,Refund Not Received,Chat,Escalated,,AGT12,,False
TKT000381,ORD006318,CUST00207,2023-02-22,Delivery Delay,Chat,Resolved,54.0,AGT19,4.0,False
TKT000382,ORD013929,CUST01672,2023-08-29,Payment Failed,Email,Escalated,,AGT16,,False
TKT000383,ORD006513,CUST01381,2022-04-23,Cancellation Request,Phone,Resolved,36.0,AGT10,2.0,False
TKT000384,ORD002664,CUST01887,2022-08-19,Login Issue,Chat,Open,,AGT12,,False
TKT000385,ORD012776,CUST01423,2023-11-30,Delivery Delay,Phone,Open,,AGT10,,False
TKT000386,ORD002116,CUST01456,2023-12-14,Cancellation Request,Chat,Open,,AGT11,,False
TKT000387,,CUST01501,2024-04-10,Cancellation Request,Chat,Open,,AGT16,,False
TKT000388,,CUST01931,2022-07-04,,Phone,Resolved,66.0,AGT06,1.0,False
TKT000389,ORD013321,CUST01474,2022-07-11,Damaged Product,Phone,Resolved,13.0,AGT14,4.0,False
TKT000390,ORD005371,CUST01131,2023-04-26,Damaged Product,Phone,Closed,56.0,AGT10,3.0,False
TKT000391,ORD010229,CUST00254,2022-09-20,,Email,Resolved,19.0,AGT20,4.0,True
TKT000392,ORD010040,CUST01273,2024-03-29,Delivery Delay,Social Media,Closed,38.0,AGT07,1.0,False
TKT000393,ORD003063,CUST01754,2022-09-23,Promo Code Not Working,Email,Resolved,8.0,AGT10,5.0,False
TKT000394,,CUST00517,2022-06-01,Login Issue,Email,Resolved,32.0,AGT02,5.0,True
TKT000395,,CUST00065,2022-01-14,Wrong Item Received,Chat,Closed,7.0,AGT11,1.0,False
TKT000396,ORD006784,CUST01080,2023-04-30,Other,Chat,Resolved,3.0,AGT15,2.0,False
TKT000397,ORD000461,CUST01207,2022-06-03,Payment Failed,Chat,Resolved,36.0,AGT10,3.0,False
TKT000398,ORD001066,CUST00412,2023-06-11,Payment Failed,Email,Escalated,,AGT14,,False
TKT000399,ORD011609,CUST01390,2022-08-16,Damaged Product,Email,Resolved,31.0,AGT04,1.0,False
TKT000400,ORD005907,CUST00195,2023-01-08,Wrong Item Received,Chat,Resolved,20.0,AGT16,1.0,False
TKT000401,ORD004135,CUST00136,2022-06-30,,Chat,Resolved,31.0,AGT09,2.0,False
TKT000402,ORD005348,CUST00178,2022-07-23,Wrong Item Received,Phone,Open,,AGT19,,False
TKT000403,ORD014871,CUST01020,2022-06-09,Refund Not Received,Email,Resolved,67.0,AGT18,4.0,False
TKT000404,,CUST01929,2022-08-20,Payment Failed,Chat,Resolved,34.0,AGT16,3.0,False
TKT000405,,CUST00441,2022-01-24,Refund Not Received,Phone,Open,,AGT13,,False
TKT000406,,CUST01435,2023-06-15,Payment Failed,Email,Closed,57.0,AGT19,2.0,False
TKT000407,,CUST00772,2023-09-14,Login Issue,Phone,Resolved,21.0,AGT04,2.0,False
TKT000408,ORD000714,CUST01269,2023-12-07,Damaged Product,Chat,Resolved,46.0,AGT20,3.0,False
TKT000409,ORD005435,CUST01592,2023-06-22,Refund Not Received,Social Media,Closed,22.0,AGT19,5.0,False
TKT000410,,CUST01522,2023-05-02,,Chat,Resolved,25.0,AGT01,2.0,True
TKT000411,ORD007583,CUST00417,2022-03-04,Payment Failed,Email,Open,,AGT19,,False
TKT000412,ORD009321,CUST00635,2024-02-10,Damaged Product,Chat,Resolved,23.0,AGT15,3.0,False
TKT000413,,CUST01839,2022-10-25,Promo Code Not Working,Email,Closed,10.0,AGT10,4.0,False
TKT000414,,CUST00181,2023-12-26,Payment Failed,Phone,Resolved,37.0,AGT20,1.0,True
TKT000415,ORD009264,CUST00561,2024-04-10,Delivery Delay,Chat,Open,,AGT17,,True
TKT000416,ORD005585,CUST01726,2022-10-11,Delivery Delay,Phone,Resolved,4.0,AGT17,2.0,False
TKT000417,ORD013196,CUST01241,2022-06-11,Delivery Delay,Email,Resolved,56.0,AGT13,5.0,True
TKT000418,,CUST00415,2023-09-01,Login Issue,Chat,Open,,AGT16,,False
TKT000419,ORD001825,CUST00968,2023-10-07,Delivery Delay,Email,Resolved,66.0,AGT13,3.0,False
TKT000420,ORD010321,CUST00789,2023-07-30,Damaged Product,Email,Resolved,28.0,AGT18,1.0,False
TKT000421,ORD014086,CUST01433,2023-12-25,Refund Not Received,Chat,Open,,AGT19,,False
TKT000422,,CUST00865,2022-01-09,Payment Failed,Social Media,Resolved,72.0,AGT20,2.0,True
TKT000423,,CUST00005,2024-04-24,Delivery Delay,Email,Resolved,18.0,AGT16,5.0,False
TKT000424,ORD008747,CUST00496,2022-02-28,Wrong Item Received,Phone,Resolved,54.0,AGT04,5.0,True
TKT000425,ORD008499,CUST01724,2022-09-10,Damaged Product,Social Media,Closed,66.0,AGT06,5.0,False
TKT000426,ORD008260,CUST00299,2024-02-02,Delivery Delay,Phone,Closed,42.0,AGT11,4.0,False
TKT000427,,CUST01279,2022-06-16,Payment Failed,Chat,Open,,AGT14,,False
TKT000428,,CUST00911,2024-02-19,Damaged Product,Email,Closed,40.0,AGT04,3.0,False
TKT000429,ORD004472,CUST01397,2023-10-19,Delivery Delay,Phone,Resolved,36.0,AGT03,5.0,False
TKT000430,ORD005437,CUST01802,2023-09-10,Payment Failed,Email,Resolved,23.0,AGT04,5.0,False
TKT000431,ORD006061,CUST01458,2023-02-26,Delivery Delay,Phone,Resolved,14.0,AGT20,4.0,False
TKT000432,ORD005693,CUST01437,2024-03-06,Other,Chat,Resolved,32.0,AGT09,1.0,False
TKT000433,,CUST01909,2022-07-10,Payment Failed,Social Media,Resolved,51.0,AGT13,5.0,False
TKT000434,ORD013040,CUST00586,2023-10-31,,Chat,Closed,72.0,AGT06,4.0,False
TKT000435,ORD009360,CUST01214,2023-12-04,,Phone,Resolved,26.0,AGT04,4.0,False
TKT000436,ORD007613,CUST01808,2022-08-14,Delivery Delay,Phone,Open,,AGT09,,False
TKT000437,ORD014772,CUST00086,2023-05-11,Cancellation Request,Chat,Resolved,67.0,AGT07,4.0,False
TKT000438,ORD000951,CUST00541,2024-04-27,Wrong Item Received,Chat,Escalated,,AGT17,,True
TKT000439,ORD008301,CUST00674,2023-10-13,Promo Code Not Working,Email,Resolved,54.0,AGT08,4.0,False
TKT000440,ORD003757,CUST00803,2022-12-04,Delivery Delay,Chat,Resolved,47.0,AGT05,5.0,False
TKT000441,ORD014687,CUST01914,2022-11-04,Delivery Delay,Email,Resolved,19.0,AGT04,2.0,False
TKT000442,,CUST01617,2022-11-18,Delivery Delay,Chat,Closed,67.0,AGT15,1.0,True
TKT000443,ORD010146,CUST00070,2023-10-30,Refund Not Received,Social Media,Open,,AGT20,,True
TKT000444,ORD012847,CUST01101,2022-04-28,Other,Chat,Resolved,57.0,AGT08,5.0,False
TKT000445,,CUST00336,2023-06-27,Payment Failed,Social Media,Closed,67.0,AGT15,5.0,False
TKT000446,ORD000672,CUST00883,2022-06-19,Wrong Item Received,Chat,Closed,41.0,AGT14,2.0,True
TKT000447,ORD003089,CUST01307,2024-05-25,Delivery Delay,Phone,Resolved,28.0,AGT18,3.0,False
TKT000448,,CUST01018,2022-11-11,Promo Code Not Working,Social Media,Closed,61.0,AGT18,1.0,False
TKT000449,ORD003915,CUST00538,2023-09-22,Refund Not Received,Phone,Open,,AGT20,,False
TKT000450,,CUST01391,2023-06-24,Cancellation Request,Chat,Closed,35.0,AGT06,3.0,False
TKT000451,ORD011564,CUST01363,2023-03-10,Refund Not Received,Phone,Resolved,28.0,AGT03,1.0,False
TKT000452,ORD008374,CUST00048,2022-08-18,Delivery Delay,Chat,Escalated,,AGT10,,False
TKT000453,,CUST01446,2023-08-12,Promo Code Not Working,Social Media,Closed,6.0,AGT12,3.0,True
TKT000454,ORD002528,CUST01160,2022-08-10,Login Issue,Chat,Escalated,,AGT02,,False
TKT000455,,CUST01633,2024-06-04,Delivery Delay,Social Media,Resolved,50.0,AGT13,1.0,True
TKT000456,,CUST00661,2023-12-10,Payment Failed,Email,Open,,AGT17,,True
TKT000457,ORD001779,CUST01091,2023-10-28,Refund Not Received,Social Media,Closed,54.0,AGT13,4.0,False
TKT000458,ORD003306,CUST00528,2023-10-19,Delivery Delay,Chat,Escalated,,AGT10,,False
TKT000459,ORD002087,CUST01843,2022-08-02,Damaged Product,Chat,Resolved,68.0,AGT06,5.0,False
TKT000460,ORD006046,CUST00975,2023-02-15,Delivery Delay,Email,Resolved,48.0,AGT20,2.0,False
TKT000461,ORD004497,CUST00284,2022-11-08,Cancellation Request,Email,Resolved,9.0,AGT20,3.0,False
TKT000462,ORD007631,CUST01109,2023-11-24,Payment Failed,Chat,Resolved,43.0,AGT14,5.0,True
TKT000463,,CUST01217,2023-12-28,Delivery Delay,Phone,Open,,AGT18,,False
TKT000464,ORD002937,CUST00482,2022-12-13,Payment Failed,Chat,Escalated,,AGT03,,False
TKT000465,ORD006266,CUST01814,2023-11-27,Delivery Delay,Chat,Resolved,70.0,AGT09,5.0,False
TKT000466,ORD006215,CUST00031,2022-01-15,Promo Code Not Working,Chat,Resolved,58.0,AGT09,1.0,False
TKT000467,,CUST01924,2023-06-01,Promo Code Not Working,Social Media,Resolved,24.0,AGT05,3.0,False
TKT000468,ORD012979,CUST00614,2023-08-03,Promo Code Not Working,Chat,Resolved,50.0,AGT02,3.0,False
TKT000469,ORD014798,CUST01926,2023-07-11,Damaged Product,Email,Escalated,,AGT17,,False
TKT000470,ORD001415,CUST00303,2022-10-24,Refund Not Received,Chat,Resolved,69.0,AGT02,3.0,False
TKT000471,ORD011900,CUST01978,2023-07-02,Cancellation Request,Chat,Closed,49.0,AGT02,3.0,False
TKT000472,ORD006913,CUST01838,2022-10-21,Wrong Item Received,Email,Resolved,7.0,AGT09,2.0,False
TKT000473,ORD006316,CUST01928,2022-08-26,Delivery Delay,Phone,Closed,5.0,AGT10,1.0,False
TKT000474,ORD009330,CUST01294,2022-09-28,,Chat,Resolved,69.0,AGT12,4.0,False
TKT000475,,CUST01671,2022-06-26,Payment Failed,Chat,Resolved,54.0,AGT17,3.0,False
TKT000476,ORD008388,CUST00276,2023-06-10,Delivery Delay,Chat,Resolved,20.0,AGT08,3.0,False
TKT000477,ORD007753,CUST00518,2024-06-19,Cancellation Request,Phone,Resolved,49.0,AGT04,1.0,True
TKT000478,ORD003617,CUST00083,2023-05-04,Delivery Delay,Email,Closed,64.0,AGT03,3.0,False
TKT000479,ORD012391,CUST00262,2024-03-06,Refund Not Received,Email,Closed,68.0,AGT07,5.0,False
TKT000480,ORD000674,CUST01035,2022-07-19,Payment Failed,Chat,Resolved,27.0,AGT15,4.0,False
TKT000481,ORD013714,CUST00213,2022-03-08,Damaged Product,Chat,Resolved,48.0,AGT17,2.0,True
TKT000482,ORD012359,CUST01956,2023-10-26,Payment Failed,Email,Escalated,,AGT13,,False
TKT000483,ORD014641,CUST00428,2022-11-26,Login Issue,Email,Closed,42.0,AGT18,3.0,False
TKT000484,ORD004333,CUST00172,2023-01-08,,Social Media,Closed,36.0,AGT12,3.0,True
TKT000485,ORD011786,CUST01212,2023-04-25,Wrong Item Received,Social Media,Closed,25.0,AGT01,4.0,True
TKT000486,ORD013554,CUST00983,2023-11-05,Other,Chat,Escalated,,AGT20,,False
TKT000487,,CUST01115,2022-03-10,Wrong Item Received,Phone,Escalated,,AGT01,,False
TKT000488,ORD010477,CUST01794,2024-02-29,Login Issue,Email,Resolved,8.0,AGT04,3.0,False
TKT000489,ORD006146,CUST00317,2022-11-23,Payment Failed,Chat,Open,,AGT16,,True
TKT000490,ORD011169,CUST00301,2022-12-26,Damaged Product,Chat,Open,,AGT06,,False
TKT000491,ORD014786,CUST00994,2024-06-20,Damaged Product,Chat,Open,,AGT03,,False
TKT000492,ORD007237,CUST00783,2022-10-22,Wrong Item Received,Chat,Resolved,46.0,AGT04,2.0,False
TKT000493,ORD011856,CUST01860,2023-10-20,Cancellation Request,Email,Resolved,18.0,AGT05,4.0,True
TKT000494,,CUST01926,2024-06-19,Login Issue,Email,Resolved,68.0,AGT17,1.0,True
TKT000495,ORD006516,CUST01616,2022-06-12,Refund Not Received,Social Media,Resolved,49.0,AGT01,1.0,False
TKT000496,ORD009372,CUST01297,2023-11-07,,Email,Escalated,,AGT01,,False
TKT000497,ORD003297,CUST01420,2022-04-19,Refund Not Received,Email,Closed,10.0,AGT19,5.0,False
TKT000498,ORD007905,CUST01553,2022-10-04,Refund Not Received,Phone,Resolved,24.0,AGT15,2.0,False
TKT000499,ORD014276,CUST01059,2022-09-01,Cancellation Request,Phone,Closed,45.0,AGT14,3.0,False
TKT000500,ORD009718,CUST01361,2023-05-27,Delivery Delay,Chat,Resolved,19.0,AGT08,3.0,True
TKT000501,ORD006807,CUST01560,2022-07-05,Wrong Item Received,Chat,Resolved,47.0,AGT15,4.0,False
TKT000502,ORD014954,CUST00428,2023-05-23,Delivery Delay,Phone,Resolved,25.0,AGT01,2.0,True
TKT000503,,CUST01474,2022-07-08,,Email,Resolved,68.0,AGT19,5.0,False
TKT000504,ORD001765,CUST00067,2022-07-25,Damaged Product,Chat,Resolved,63.0,AGT02,5.0,False
TKT000505,ORD009909,CUST01379,2023-12-21,Cancellation Request,Chat,Resolved,72.0,AGT20,5.0,True
TKT000506,ORD009082,CUST00855,2023-05-19,Payment Failed,Email,Escalated,,AGT03,,False
TKT000507,ORD011190,CUST00270,2023-05-11,Damaged Product,Chat,Closed,54.0,AGT10,4.0,False
TKT000508,ORD001824,CUST00557,2023-11-25,Refund Not Received,Chat,Resolved,59.0,AGT20,2.0,True
TKT000509,,CUST00501,2023-01-19,Refund Not Received,Chat,Escalated,,AGT07,,False
TKT000510,,CUST00292,2022-07-01,Payment Failed,Phone,Escalated,,AGT08,,False
